,ano,mes,codibge,nome_municipio,sigla_uf,Quantidade_sim,Quantidade_sivep,Diferenca
24904,2020,9,313505,Jaíba,MG,6.0,6.0,0.0
24905,2020,10,313505,Jaíba,MG,6.0,3.0,3.0
24906,2020,11,313505,Jaíba,MG,3.0,2.0,1.0
24907,2020,12,313505,Jaíba,MG,1.0,0.0,1.0
24908,2021,1,313505,Jaíba,MG,1.0,0.0,1.0
24909,2021,2,313505,Jaíba,MG,2.0,2.0,0.0
24910,2021,3,313505,Jaíba,MG,8.0,8.0,0.0
24911,2021,4,313505,Jaíba,MG,10.0,11.0,-1.0
24912,2020,6,313520,Januária,MG,1.0,1.0,0.0
24913,2020,7,313520,Januária,MG,3.0,0.0,3.0
24914,2020,8,313520,Januária,MG,1.0,0.0,1.0
24915,2020,9,313520,Januária,MG,3.0,2.0,1.0
24916,2020,10,313520,Januária,MG,6.0,7.0,-1.0
24917,2020,11,313520,Januária,MG,4.0,3.0,1.0
24918,2020,12,313520,Januária,MG,5.0,1.0,4.0
24919,2021,1,313520,Januária,MG,6.0,3.0,3.0
24920,2021,2,313520,Januária,MG,2.0,3.0,-1.0
24921,2021,3,313520,Januária,MG,9.0,11.0,-2.0
24922,2021,4,313520,Januária,MG,10.0,16.0,-6.0
24923,2020,6,313690,Juruaia,MG,1.0,1.0,0.0
24924,2020,7,313690,Juruaia,MG,1.0,1.0,0.0
24925,2020,10,313690,Juruaia,MG,2.0,2.0,0.0
24926,2020,11,313690,Juruaia,MG,2.0,2.0,0.0
24927,2020,12,313690,Juruaia,MG,2.0,2.0,0.0
24928,2021,1,313690,Juruaia,MG,3.0,3.0,0.0
24929,2021,3,313690,Juruaia,MG,1.0,0.0,1.0
24930,2020,6,313720,Lagoa Da Prata,MG,3.0,2.0,1.0
24931,2020,7,313720,Lagoa Da Prata,MG,6.0,5.0,1.0
24932,2020,8,313720,Lagoa Da Prata,MG,7.0,7.0,0.0
24933,2020,9,313720,Lagoa Da Prata,MG,4.0,4.0,0.0
24934,2020,10,313720,Lagoa Da Prata,MG,2.0,2.0,0.0
24935,2020,11,313720,Lagoa Da Prata,MG,5.0,2.0,3.0
24936,2020,12,313720,Lagoa Da Prata,MG,2.0,2.0,0.0
24937,2021,1,313720,Lagoa Da Prata,MG,11.0,13.0,-2.0
24938,2021,2,313720,Lagoa Da Prata,MG,5.0,5.0,0.0
24939,2021,3,313720,Lagoa Da Prata,MG,17.0,17.0,0.0
24940,2021,4,313720,Lagoa Da Prata,MG,37.0,37.0,0.0
24941,2020,6,313740,Lagoa Dourada,MG,1.0,1.0,0.0
24942,2020,7,313740,Lagoa Dourada,MG,1.0,1.0,0.0
24943,2020,12,313740,Lagoa Dourada,MG,1.0,0.0,1.0
24944,2021,1,313740,Lagoa Dourada,MG,1.0,2.0,-1.0
24945,2021,2,313740,Lagoa Dourada,MG,1.0,1.0,0.0
24946,2021,3,313740,Lagoa Dourada,MG,3.0,3.0,0.0
24947,2021,4,313740,Lagoa Dourada,MG,2.0,2.0,0.0
24948,2020,6,313780,Lambari,MG,2.0,2.0,0.0
24949,2020,7,313780,Lambari,MG,1.0,1.0,0.0
24950,2020,9,313780,Lambari,MG,2.0,2.0,0.0
24951,2020,11,313780,Lambari,MG,1.0,0.0,1.0
24952,2020,12,313780,Lambari,MG,3.0,3.0,0.0
24953,2021,1,313780,Lambari,MG,6.0,5.0,1.0
24954,2021,2,313780,Lambari,MG,4.0,2.0,2.0
24955,2021,3,313780,Lambari,MG,3.0,1.0,2.0
24956,2021,4,313780,Lambari,MG,11.0,6.0,5.0
24957,2020,6,313880,Luz,MG,1.0,1.0,0.0
24958,2020,10,313880,Luz,MG,5.0,4.0,1.0
24959,2020,11,313880,Luz,MG,1.0,0.0,1.0
24960,2020,12,313880,Luz,MG,2.0,1.0,1.0
24961,2021,1,313880,Luz,MG,2.0,3.0,-1.0
24962,2021,2,313880,Luz,MG,2.0,2.0,0.0
24963,2021,3,313880,Luz,MG,3.0,1.0,2.0
24964,2021,4,313880,Luz,MG,6.0,4.0,2.0
24965,2020,6,313900,Machado,MG,1.0,1.0,0.0
24966,2020,8,313900,Machado,MG,3.0,3.0,0.0
24967,2020,9,313900,Machado,MG,2.0,2.0,0.0
24968,2020,10,313900,Machado,MG,1.0,1.0,0.0
24969,2021,1,313900,Machado,MG,5.0,5.0,0.0
24970,2021,2,313900,Machado,MG,6.0,5.0,1.0
24971,2021,3,313900,Machado,MG,5.0,4.0,1.0
24972,2021,4,313900,Machado,MG,17.0,22.0,-5.0
24973,2020,12,313900,Machado,MG,0.0,1.0,-1.0
24974,2020,6,313950,Manhumirim,MG,1.0,1.0,0.0
24975,2020,7,313950,Manhumirim,MG,7.0,6.0,1.0
24976,2020,8,313950,Manhumirim,MG,3.0,4.0,-1.0
24977,2020,9,313950,Manhumirim,MG,4.0,3.0,1.0
24978,2020,10,313950,Manhumirim,MG,2.0,2.0,0.0
24979,2020,12,313950,Manhumirim,MG,3.0,3.0,0.0
24980,2021,1,313950,Manhumirim,MG,8.0,4.0,4.0
24981,2021,2,313950,Manhumirim,MG,2.0,2.0,0.0
24982,2021,3,313950,Manhumirim,MG,3.0,1.0,2.0
24983,2021,4,313950,Manhumirim,MG,7.0,3.0,4.0
24984,2020,6,314053,Martins Soares,MG,2.0,2.0,0.0
24985,2020,7,314053,Martins Soares,MG,2.0,2.0,0.0
24986,2020,9,314053,Martins Soares,MG,1.0,1.0,0.0
24987,2020,12,314053,Martins Soares,MG,2.0,2.0,0.0
24988,2021,3,314053,Martins Soares,MG,2.0,1.0,1.0
24989,2020,6,314090,Matipó,MG,1.0,0.0,1.0
24990,2020,7,314090,Matipó,MG,2.0,2.0,0.0
24991,2020,8,314090,Matipó,MG,3.0,3.0,0.0
24992,2020,9,314090,Matipó,MG,1.0,1.0,0.0
24993,2020,10,314090,Matipó,MG,1.0,1.0,0.0
24994,2020,12,314090,Matipó,MG,3.0,5.0,-2.0
24995,2021,1,314090,Matipó,MG,1.0,1.0,0.0
24996,2021,2,314090,Matipó,MG,4.0,3.0,1.0
24997,2021,3,314090,Matipó,MG,3.0,4.0,-1.0
24998,2020,11,314090,Matipó,MG,0.0,1.0,-1.0
24999,2021,4,314090,Matipó,MG,0.0,2.0,-2.0
25000,2020,6,314110,Matozinhos,MG,1.0,1.0,0.0
25001,2020,7,314110,Matozinhos,MG,1.0,1.0,0.0
25002,2020,8,314110,Matozinhos,MG,4.0,4.0,0.0
25003,2020,9,314110,Matozinhos,MG,2.0,3.0,-1.0
25004,2020,10,314110,Matozinhos,MG,1.0,1.0,0.0
25005,2020,11,314110,Matozinhos,MG,1.0,2.0,-1.0
25006,2020,12,314110,Matozinhos,MG,4.0,3.0,1.0
25007,2021,1,314110,Matozinhos,MG,6.0,7.0,-1.0
25008,2021,2,314110,Matozinhos,MG,1.0,1.0,0.0
25009,2021,3,314110,Matozinhos,MG,14.0,16.0,-2.0
25010,2021,4,314110,Matozinhos,MG,20.0,25.0,-5.0
25011,2020,6,314140,Medina,MG,4.0,5.0,-1.0
25012,2020,7,314140,Medina,MG,1.0,0.0,1.0
25013,2020,8,314140,Medina,MG,1.0,1.0,0.0
25014,2020,9,314140,Medina,MG,2.0,1.0,1.0
25015,2020,10,314140,Medina,MG,1.0,0.0,1.0
25016,2020,11,314140,Medina,MG,1.0,1.0,0.0
25017,2020,12,314140,Medina,MG,3.0,2.0,1.0
25018,2021,1,314140,Medina,MG,2.0,2.0,0.0
25019,2021,2,314140,Medina,MG,4.0,6.0,-2.0
25020,2021,3,314140,Medina,MG,1.0,5.0,-4.0
25021,2020,6,314240,Moema,MG,1.0,1.0,0.0
25022,2020,8,314240,Moema,MG,1.0,1.0,0.0
25023,2021,1,314240,Moema,MG,5.0,6.0,-1.0
25024,2021,2,314240,Moema,MG,2.0,2.0,0.0
25025,2021,3,314240,Moema,MG,1.0,0.0,1.0
25026,2021,4,314240,Moema,MG,1.0,1.0,0.0
25027,2020,6,314280,Monte Alegre De Minas,MG,4.0,4.0,0.0
25028,2020,7,314280,Monte Alegre De Minas,MG,3.0,3.0,0.0
25029,2020,8,314280,Monte Alegre De Minas,MG,2.0,1.0,1.0
25030,2020,9,314280,Monte Alegre De Minas,MG,2.0,1.0,1.0
25031,2020,12,314280,Monte Alegre De Minas,MG,3.0,3.0,0.0
25032,2021,1,314280,Monte Alegre De Minas,MG,4.0,6.0,-2.0
25033,2021,2,314280,Monte Alegre De Minas,MG,2.0,1.0,1.0
25034,2021,3,314280,Monte Alegre De Minas,MG,6.0,4.0,2.0
25035,2021,4,314280,Monte Alegre De Minas,MG,6.0,4.0,2.0
25036,2020,10,314280,Monte Alegre De Minas,MG,0.0,1.0,-1.0
25037,2020,6,314290,Monte Azul,MG,1.0,1.0,0.0
25038,2020,7,314290,Monte Azul,MG,3.0,3.0,0.0
25039,2020,8,314290,Monte Azul,MG,3.0,0.0,3.0
25040,2020,9,314290,Monte Azul,MG,1.0,1.0,0.0
25041,2020,11,314290,Monte Azul,MG,2.0,2.0,0.0
25042,2020,12,314290,Monte Azul,MG,12.0,7.0,5.0
25043,2021,1,314290,Monte Azul,MG,1.0,1.0,0.0
25044,2021,2,314290,Monte Azul,MG,4.0,3.0,1.0
25045,2021,3,314290,Monte Azul,MG,13.0,7.0,6.0
25046,2021,4,314290,Monte Azul,MG,1.0,3.0,-2.0
25047,2020,6,314310,Monte Carmelo,MG,1.0,1.0,0.0
25048,2020,7,314310,Monte Carmelo,MG,1.0,1.0,0.0
25049,2020,8,314310,Monte Carmelo,MG,4.0,4.0,0.0
25050,2020,9,314310,Monte Carmelo,MG,1.0,1.0,0.0
25051,2020,10,314310,Monte Carmelo,MG,5.0,6.0,-1.0
25052,2020,11,314310,Monte Carmelo,MG,2.0,2.0,0.0
25053,2020,12,314310,Monte Carmelo,MG,1.0,1.0,0.0
25054,2021,1,314310,Monte Carmelo,MG,4.0,3.0,1.0
25055,2021,2,314310,Monte Carmelo,MG,57.0,62.0,-5.0
25056,2021,3,314310,Monte Carmelo,MG,46.0,55.0,-9.0
25057,2021,4,314310,Monte Carmelo,MG,11.0,10.0,1.0
25058,2020,6,314320,Monte Santo De Minas,MG,1.0,0.0,1.0
25059,2020,7,314320,Monte Santo De Minas,MG,1.0,0.0,1.0
25060,2020,8,314320,Monte Santo De Minas,MG,1.0,1.0,0.0
25061,2020,10,314320,Monte Santo De Minas,MG,5.0,5.0,0.0
25062,2020,11,314320,Monte Santo De Minas,MG,1.0,1.0,0.0
25063,2021,1,314320,Monte Santo De Minas,MG,2.0,2.0,0.0
25064,2021,2,314320,Monte Santo De Minas,MG,1.0,1.0,0.0
25065,2021,3,314320,Monte Santo De Minas,MG,5.0,5.0,0.0
25066,2021,4,314320,Monte Santo De Minas,MG,20.0,20.0,0.0
25067,2020,6,314360,Morro Da Garça,MG,1.0,1.0,0.0
25068,2021,1,314360,Morro Da Garça,MG,1.0,1.0,0.0
25069,2021,3,314360,Morro Da Garça,MG,1.0,3.0,-2.0
25070,2020,4,314360,Morro Da Garça,MG,0.0,1.0,-1.0
25071,2021,4,314360,Morro Da Garça,MG,0.0,3.0,-3.0
25072,2020,6,314380,Munhoz,MG,2.0,2.0,0.0
25073,2020,8,314380,Munhoz,MG,1.0,1.0,0.0
25074,2020,9,314380,Munhoz,MG,1.0,1.0,0.0
25075,2020,11,314380,Munhoz,MG,2.0,1.0,1.0
25076,2020,12,314380,Munhoz,MG,3.0,1.0,2.0
25077,2021,1,314380,Munhoz,MG,1.0,1.0,0.0
25078,2021,3,314380,Munhoz,MG,1.0,0.0,1.0
25079,2021,4,314380,Munhoz,MG,1.0,0.0,1.0
25080,2020,6,314400,Mutum,MG,2.0,2.0,0.0
25081,2020,8,314400,Mutum,MG,3.0,3.0,0.0
25082,2020,10,314400,Mutum,MG,1.0,0.0,1.0
25083,2020,11,314400,Mutum,MG,2.0,2.0,0.0
25084,2020,12,314400,Mutum,MG,3.0,2.0,1.0
25085,2021,1,314400,Mutum,MG,7.0,4.0,3.0
25086,2021,2,314400,Mutum,MG,3.0,4.0,-1.0
25087,2021,3,314400,Mutum,MG,4.0,3.0,1.0
25088,2021,4,314400,Mutum,MG,4.0,5.0,-1.0
25089,2020,6,314435,Naque,MG,1.0,1.0,0.0
25090,2020,8,314435,Naque,MG,1.0,1.0,0.0
25091,2020,9,314435,Naque,MG,2.0,2.0,0.0
25092,2020,11,314435,Naque,MG,1.0,1.0,0.0
25093,2020,12,314435,Naque,MG,4.0,4.0,0.0
25094,2021,1,314435,Naque,MG,3.0,2.0,1.0
25095,2021,2,314435,Naque,MG,3.0,3.0,0.0
25096,2021,3,314435,Naque,MG,4.0,2.0,2.0
25097,2021,4,314435,Naque,MG,5.0,5.0,0.0
25098,2020,6,314500,Nova Ponte,MG,2.0,5.0,-3.0
25099,2020,7,314500,Nova Ponte,MG,3.0,7.0,-4.0
25100,2020,8,314500,Nova Ponte,MG,1.0,2.0,-1.0
25101,2020,9,314500,Nova Ponte,MG,2.0,2.0,0.0
25102,2020,11,314500,Nova Ponte,MG,1.0,2.0,-1.0
25103,2020,12,314500,Nova Ponte,MG,1.0,2.0,-1.0
25104,2021,3,314500,Nova Ponte,MG,7.0,8.0,-1.0
25105,2021,4,314500,Nova Ponte,MG,2.0,2.0,0.0
25106,2020,6,314505,Nova Porteirinha,MG,1.0,1.0,0.0
25107,2020,7,314505,Nova Porteirinha,MG,1.0,1.0,0.0
25108,2021,3,314505,Nova Porteirinha,MG,3.0,2.0,1.0
25109,2021,4,314505,Nova Porteirinha,MG,2.0,3.0,-1.0
25110,2020,6,314590,Ouro Branco,MG,1.0,1.0,0.0
25111,2020,7,314590,Ouro Branco,MG,3.0,3.0,0.0
25112,2020,8,314590,Ouro Branco,MG,1.0,1.0,0.0
25113,2020,12,314590,Ouro Branco,MG,3.0,2.0,1.0
25114,2021,1,314590,Ouro Branco,MG,7.0,7.0,0.0
25115,2021,2,314590,Ouro Branco,MG,4.0,5.0,-1.0
25116,2021,3,314590,Ouro Branco,MG,6.0,8.0,-2.0
25117,2021,4,314590,Ouro Branco,MG,2.0,3.0,-1.0
25118,2020,6,314650,Pains,MG,1.0,1.0,0.0
25119,2020,11,314650,Pains,MG,1.0,1.0,0.0
25120,2020,12,314650,Pains,MG,1.0,0.0,1.0
25121,2021,2,314650,Pains,MG,1.0,1.0,0.0
25122,2021,3,314650,Pains,MG,3.0,2.0,1.0
25123,2021,4,314650,Pains,MG,6.0,0.0,6.0
25124,2020,6,314760,Passa Quatro,MG,1.0,1.0,0.0
25125,2020,7,314760,Passa Quatro,MG,1.0,2.0,-1.0
25126,2020,8,314760,Passa Quatro,MG,4.0,5.0,-1.0
25127,2020,9,314760,Passa Quatro,MG,2.0,3.0,-1.0
25128,2020,11,314760,Passa Quatro,MG,2.0,2.0,0.0
25129,2021,1,314760,Passa Quatro,MG,4.0,3.0,1.0
25130,2021,2,314760,Passa Quatro,MG,1.0,1.0,0.0
25131,2021,3,314760,Passa Quatro,MG,1.0,3.0,-2.0
25132,2021,4,314760,Passa Quatro,MG,0.0,8.0,-8.0
25133,2020,6,314820,Patrocínio Do Muriaé,MG,2.0,2.0,0.0
25134,2020,8,314820,Patrocínio Do Muriaé,MG,1.0,1.0,0.0
25135,2020,11,314820,Patrocínio Do Muriaé,MG,1.0,1.0,0.0
25136,2020,12,314820,Patrocínio Do Muriaé,MG,2.0,0.0,2.0
25137,2021,1,314820,Patrocínio Do Muriaé,MG,2.0,0.0,2.0
25138,2021,2,314820,Patrocínio Do Muriaé,MG,2.0,0.0,2.0
25139,2021,4,314820,Patrocínio Do Muriaé,MG,1.0,0.0,1.0
25140,2020,6,314920,Pedrinópolis,MG,1.0,1.0,0.0
25141,2021,2,314920,Pedrinópolis,MG,1.0,1.0,0.0
25142,2021,3,314920,Pedrinópolis,MG,3.0,3.0,0.0
25143,2021,4,314920,Pedrinópolis,MG,2.0,2.0,0.0
25144,2020,6,315030,Piedade Do Rio Grande,MG,1.0,1.0,0.0
25145,2020,8,315030,Piedade Do Rio Grande,MG,1.0,1.0,0.0
25146,2020,12,315030,Piedade Do Rio Grande,MG,1.0,1.0,0.0
25147,2021,1,315030,Piedade Do Rio Grande,MG,3.0,2.0,1.0
25148,2021,4,315030,Piedade Do Rio Grande,MG,2.0,2.0,0.0
25149,2020,6,315080,Piranga,MG,6.0,6.0,0.0
25150,2020,11,315080,Piranga,MG,1.0,1.0,0.0
25151,2020,12,315080,Piranga,MG,2.0,1.0,1.0
25152,2021,1,315080,Piranga,MG,3.0,3.0,0.0
25153,2021,2,315080,Piranga,MG,2.0,2.0,0.0
25154,2021,3,315080,Piranga,MG,1.0,2.0,-1.0
25155,2021,4,315080,Piranga,MG,3.0,4.0,-1.0
25156,2020,5,315080,Piranga,MG,0.0,2.0,-2.0
25157,2020,9,315080,Piranga,MG,0.0,1.0,-1.0
25158,2020,6,315210,Ponte Nova,MG,1.0,1.0,0.0
25159,2020,7,315210,Ponte Nova,MG,3.0,3.0,0.0
25160,2020,9,315210,Ponte Nova,MG,3.0,3.0,0.0
25161,2020,10,315210,Ponte Nova,MG,5.0,5.0,0.0
25162,2020,11,315210,Ponte Nova,MG,17.0,19.0,-2.0
25163,2020,12,315210,Ponte Nova,MG,16.0,16.0,0.0
25164,2021,1,315210,Ponte Nova,MG,11.0,11.0,0.0
25165,2021,2,315210,Ponte Nova,MG,9.0,9.0,0.0
25166,2021,3,315210,Ponte Nova,MG,41.0,43.0,-2.0
25167,2021,4,315210,Ponte Nova,MG,40.0,47.0,-7.0
25168,2020,6,315213,Ponto Chique,MG,2.0,0.0,2.0
25169,2021,3,315213,Ponto Chique,MG,5.0,4.0,1.0
25170,2021,4,315213,Ponto Chique,MG,5.0,6.0,-1.0
25171,2021,2,315213,Ponto Chique,MG,0.0,1.0,-1.0
25172,2020,6,315230,Porto Firme,MG,1.0,0.0,1.0
25173,2020,7,315230,Porto Firme,MG,2.0,2.0,0.0
25174,2020,8,315230,Porto Firme,MG,4.0,4.0,0.0
25175,2020,9,315230,Porto Firme,MG,1.0,1.0,0.0
25176,2021,3,315230,Porto Firme,MG,3.0,2.0,1.0
25177,2021,4,315230,Porto Firme,MG,1.0,1.0,0.0
25178,2020,6,315240,Poté,MG,2.0,2.0,0.0
25179,2020,8,315240,Poté,MG,2.0,2.0,0.0
25180,2020,9,315240,Poté,MG,1.0,1.0,0.0
25181,2020,12,315240,Poté,MG,1.0,1.0,0.0
25182,2021,3,315240,Poté,MG,8.0,8.0,0.0
25183,2020,7,315240,Poté,MG,0.0,1.0,-1.0
25184,2021,4,315240,Poté,MG,0.0,2.0,-2.0
25185,2020,6,315340,Presidente Olegário,MG,1.0,1.0,0.0
25186,2020,7,315340,Presidente Olegário,MG,3.0,3.0,0.0
25187,2020,8,315340,Presidente Olegário,MG,3.0,1.0,2.0
25188,2020,9,315340,Presidente Olegário,MG,1.0,1.0,0.0
25189,2020,10,315340,Presidente Olegário,MG,1.0,1.0,0.0
25190,2021,1,315340,Presidente Olegário,MG,3.0,2.0,1.0
25191,2021,2,315340,Presidente Olegário,MG,4.0,4.0,0.0
25192,2021,3,315340,Presidente Olegário,MG,11.0,10.0,1.0
25193,2021,4,315340,Presidente Olegário,MG,3.0,5.0,-2.0
25194,2020,6,315390,Raposos,MG,2.0,2.0,0.0
25195,2020,7,315390,Raposos,MG,1.0,1.0,0.0
25196,2020,8,315390,Raposos,MG,2.0,1.0,1.0
25197,2020,9,315390,Raposos,MG,4.0,3.0,1.0
25198,2020,11,315390,Raposos,MG,2.0,2.0,0.0
25199,2020,12,315390,Raposos,MG,3.0,3.0,0.0
25200,2021,1,315390,Raposos,MG,5.0,5.0,0.0
25201,2021,2,315390,Raposos,MG,1.0,1.0,0.0
25202,2021,3,315390,Raposos,MG,1.0,3.0,-2.0
25203,2021,4,315390,Raposos,MG,10.0,10.0,0.0
25204,2020,6,315430,Resplendor,MG,1.0,0.0,1.0
25205,2020,7,315430,Resplendor,MG,2.0,1.0,1.0
25206,2020,8,315430,Resplendor,MG,1.0,1.0,0.0
25207,2020,9,315430,Resplendor,MG,3.0,2.0,1.0
25208,2020,10,315430,Resplendor,MG,2.0,2.0,0.0
25209,2020,11,315430,Resplendor,MG,3.0,3.0,0.0
25210,2020,12,315430,Resplendor,MG,13.0,8.0,5.0
25211,2021,1,315430,Resplendor,MG,1.0,2.0,-1.0
25212,2021,2,315430,Resplendor,MG,2.0,1.0,1.0
25213,2021,3,315430,Resplendor,MG,7.0,9.0,-2.0
25214,2021,4,315430,Resplendor,MG,9.0,9.0,0.0
25215,2020,6,315520,Rio Espera,MG,1.0,1.0,0.0
25216,2020,8,315520,Rio Espera,MG,1.0,0.0,1.0
25217,2020,9,315520,Rio Espera,MG,1.0,1.0,0.0
25218,2021,3,315520,Rio Espera,MG,4.0,4.0,0.0
25219,2021,4,315520,Rio Espera,MG,3.0,3.0,0.0
25220,2020,6,315550,Rio Paranaíba,MG,3.0,3.0,0.0
25221,2020,8,315550,Rio Paranaíba,MG,2.0,2.0,0.0
25222,2020,9,315550,Rio Paranaíba,MG,1.0,1.0,0.0
25223,2020,10,315550,Rio Paranaíba,MG,2.0,2.0,0.0
25224,2021,1,315550,Rio Paranaíba,MG,1.0,1.0,0.0
25225,2021,2,315550,Rio Paranaíba,MG,5.0,5.0,0.0
25226,2021,3,315550,Rio Paranaíba,MG,5.0,3.0,2.0
25227,2021,4,315550,Rio Paranaíba,MG,1.0,2.0,-1.0
25228,2020,5,315550,Rio Paranaíba,MG,0.0,1.0,-1.0
25229,2020,6,315630,Rodeiro,MG,1.0,1.0,0.0
25230,2020,12,315630,Rodeiro,MG,4.0,3.0,1.0
25231,2021,1,315630,Rodeiro,MG,4.0,4.0,0.0
25232,2021,2,315630,Rodeiro,MG,2.0,2.0,0.0
25233,2021,4,315630,Rodeiro,MG,2.0,3.0,-1.0
25234,2020,6,315750,Santa Efigênia De Minas,MG,1.0,1.0,0.0
25235,2020,7,315750,Santa Efigênia De Minas,MG,1.0,1.0,0.0
25236,2020,8,315750,Santa Efigênia De Minas,MG,1.0,1.0,0.0
25237,2020,12,315750,Santa Efigênia De Minas,MG,2.0,1.0,1.0
25238,2021,1,315750,Santa Efigênia De Minas,MG,1.0,2.0,-1.0
25239,2021,2,315750,Santa Efigênia De Minas,MG,3.0,4.0,-1.0
25240,2021,3,315750,Santa Efigênia De Minas,MG,1.0,0.0,1.0
25241,2020,6,315820,Santa Maria Do Suaçuí,MG,1.0,1.0,0.0
25242,2020,7,315820,Santa Maria Do Suaçuí,MG,2.0,3.0,-1.0
25243,2020,9,315820,Santa Maria Do Suaçuí,MG,1.0,1.0,0.0
25244,2020,11,315820,Santa Maria Do Suaçuí,MG,1.0,1.0,0.0
25245,2020,12,315820,Santa Maria Do Suaçuí,MG,10.0,8.0,2.0
25246,2021,3,315820,Santa Maria Do Suaçuí,MG,2.0,2.0,0.0
25247,2021,1,315820,Santa Maria Do Suaçuí,MG,0.0,1.0,-1.0
25248,2020,6,315930,Santa Rita De Jacutinga,MG,1.0,1.0,0.0
25249,2021,3,315930,Santa Rita De Jacutinga,MG,3.0,3.0,0.0
25250,2021,4,315930,Santa Rita De Jacutinga,MG,1.0,2.0,-1.0
25251,2020,6,315960,Santa Rita Do Sapucaí,MG,1.0,1.0,0.0
25252,2020,7,315960,Santa Rita Do Sapucaí,MG,1.0,0.0,1.0
25253,2020,8,315960,Santa Rita Do Sapucaí,MG,5.0,5.0,0.0
25254,2020,9,315960,Santa Rita Do Sapucaí,MG,9.0,9.0,0.0
25255,2020,10,315960,Santa Rita Do Sapucaí,MG,2.0,4.0,-2.0
25256,2020,12,315960,Santa Rita Do Sapucaí,MG,1.0,2.0,-1.0
25257,2021,1,315960,Santa Rita Do Sapucaí,MG,4.0,6.0,-2.0
25258,2021,2,315960,Santa Rita Do Sapucaí,MG,2.0,2.0,0.0
25259,2021,3,315960,Santa Rita Do Sapucaí,MG,3.0,5.0,-2.0
25260,2021,4,315960,Santa Rita Do Sapucaí,MG,3.0,8.0,-5.0
25261,2020,11,315960,Santa Rita Do Sapucaí,MG,0.0,1.0,-1.0
25262,2020,6,316070,Santos Dumont,MG,2.0,0.0,2.0
25263,2020,7,316070,Santos Dumont,MG,7.0,3.0,4.0
25264,2020,8,316070,Santos Dumont,MG,3.0,1.0,2.0
25265,2020,9,316070,Santos Dumont,MG,2.0,2.0,0.0
25266,2020,10,316070,Santos Dumont,MG,2.0,3.0,-1.0
25267,2020,11,316070,Santos Dumont,MG,4.0,4.0,0.0
25268,2020,12,316070,Santos Dumont,MG,5.0,5.0,0.0
25269,2021,1,316070,Santos Dumont,MG,14.0,11.0,3.0
25270,2021,2,316070,Santos Dumont,MG,9.0,6.0,3.0
25271,2021,3,316070,Santos Dumont,MG,26.0,24.0,2.0
25272,2021,4,316070,Santos Dumont,MG,15.0,21.0,-6.0
25273,2020,4,316070,Santos Dumont,MG,0.0,2.0,-2.0
25274,2020,6,316095,São Domingos Das Dores,MG,2.0,2.0,0.0
25275,2021,1,316095,São Domingos Das Dores,MG,1.0,0.0,1.0
25276,2021,3,316095,São Domingos Das Dores,MG,6.0,5.0,1.0
25277,2021,4,316095,São Domingos Das Dores,MG,4.0,4.0,0.0
25278,2020,10,316095,São Domingos Das Dores,MG,0.0,1.0,-1.0
25279,2020,6,316140,São Francisco Do Glória,MG,1.0,0.0,1.0
25280,2020,7,316140,São Francisco Do Glória,MG,1.0,0.0,1.0
25281,2021,1,316140,São Francisco Do Glória,MG,1.0,0.0,1.0
25282,2021,2,316140,São Francisco Do Glória,MG,1.0,2.0,-1.0
25283,2021,3,316140,São Francisco Do Glória,MG,2.0,1.0,1.0
25284,2021,4,316140,São Francisco Do Glória,MG,1.0,1.0,0.0
25285,2020,6,316150,São Geraldo,MG,1.0,1.0,0.0
25286,2020,7,316150,São Geraldo,MG,2.0,2.0,0.0
25287,2020,8,316150,São Geraldo,MG,1.0,0.0,1.0
25288,2020,9,316150,São Geraldo,MG,1.0,1.0,0.0
25289,2020,12,316150,São Geraldo,MG,5.0,6.0,-1.0
25290,2021,2,316150,São Geraldo,MG,3.0,2.0,1.0
25291,2021,3,316150,São Geraldo,MG,3.0,3.0,0.0
25292,2021,4,316150,São Geraldo,MG,1.0,1.0,0.0
25293,2020,5,316150,São Geraldo,MG,0.0,1.0,-1.0
25294,2020,6,316165,São Geraldo Do Baixio,MG,1.0,1.0,0.0
25295,2020,7,316165,São Geraldo Do Baixio,MG,1.0,1.0,0.0
25296,2020,9,316165,São Geraldo Do Baixio,MG,1.0,1.0,0.0
25297,2020,11,316165,São Geraldo Do Baixio,MG,2.0,1.0,1.0
25298,2021,1,316165,São Geraldo Do Baixio,MG,2.0,2.0,0.0
25299,2021,3,316165,São Geraldo Do Baixio,MG,1.0,1.0,0.0
25300,2020,6,316170,São Gonçalo Do Abaeté,MG,1.0,1.0,0.0
25301,2021,2,316170,São Gonçalo Do Abaeté,MG,1.0,1.0,0.0
25302,2021,3,316170,São Gonçalo Do Abaeté,MG,2.0,2.0,0.0
25303,2021,4,316170,São Gonçalo Do Abaeté,MG,6.0,5.0,1.0
25304,2020,12,316170,São Gonçalo Do Abaeté,MG,0.0,2.0,-2.0
25305,2020,6,316180,São Gonçalo Do Pará,MG,2.0,1.0,1.0
25306,2020,10,316180,São Gonçalo Do Pará,MG,1.0,1.0,0.0
25307,2020,12,316180,São Gonçalo Do Pará,MG,1.0,1.0,0.0
25308,2021,1,316180,São Gonçalo Do Pará,MG,5.0,5.0,0.0
25309,2021,3,316180,São Gonçalo Do Pará,MG,3.0,2.0,1.0
25310,2021,4,316180,São Gonçalo Do Pará,MG,3.0,3.0,0.0
