 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Município e Ano/mês processamento
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Mar-Dez/2020
"Município";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"412490 São João do Caiuá";-;1516,00;-;1524,00;1516,00;-;-;1516,00;-;6072,00
"412550 São José dos Pinhais";-;20836,41;217991,76;381925,85;334152,69;149036,73;183784,57;30566,72;105952,70;1424247,43
"412560 São Mateus do Sul";-;-;-;1500,00;1524,00;3000,00;4532,00;1500,00;7500,00;19556,00
"412570 São Miguel do Iguaçu";-;-;-;7500,00;-;3000,00;1500,00;1500,00;1500,00;15000,00
"412625 Sarandi";-;-;78227,70;175304,33;161398,99;271934,14;228622,43;53019,11;18020,91;986527,61
"412700 Teixeira Soares";-;-;-;-;-;-;-;-;3040,00;3040,00
"412710 Telêmaco Borba";1969,67;3246,50;16592,14;28983,39;37868,45;33565,01;13333,62;11514,14;41798,78;188871,70
"412720 Terra Boa";-;-;-;21000,51;12426,01;8182,05;1733,85;-;-;43342,42
"412760 Tijucas do Sul";-;-;-;-;12000,00;12016,00;10500,00;21000,00;-;55516,00
"412770 Toledo";-;3212,66;182445,62;390924,84;806670,28;745199,53;539815,89;478527,45;923945,80;4070742,07
"412780 Tomazina";-;-;-;-;-;-;-;-;4500,00;4500,00
"412785 Três Barras do Paraná";-;-;3000,00;1548,00;11011,00;1500,00;-;1500,00;3000,00;21559,00
"412790 Tuneiras do Oeste";-;-;-;-;-;-;-;-;3000,00;3000,00
"412795 Tupãssi";-;-;4500,00;-;-;-;-;-;-;4500,00
"412800 Ubiratã";-;-;-;-;1692,41;1636,41;11442,50;17853,67;22279,07;54904,06
"412810 Umuarama";-;-;8057,52;94139,94;239682,21;733317,08;378101,31;92509,80;178711,95;1724519,81
"412820 União da Vitória";-;1704,21;3493,22;23023,54;19799,65;18139,99;6897,68;13426,89;34838,29;121323,47
"412855 Vera Cruz do Oeste";-;-;-;-;7548,00;3020,06;-;1524,00;1500,00;13592,06
"412860 Verê";-;-;3000,00;6000,00;1500,00;7500,00;1500,00;3000,00;28500,00;51000,00
"412850 Wenceslau Braz";-;-;-;-;-;-;-;-;1500,00;1500,00
"420040 Água Doce";-;1500,00;1500,00;-;-;-;-;-;-;3000,00
"420140 Araranguá";24390,78;74173,90;6971,19;558930,72;268669,11;158760,27;50125,36;84364,06;1019688,63;2246074,02
"420150 Armazém";-;3000,00;-;19636,41;19909,23;13909,23;12370,26;12168,41;33818,46;114812,00
"420200 Balneário Camboriú";-;10297,70;17817,46;628743,28;865062,08;920944,10;679767,56;1123074,49;-;4245706,67
"420230 Biguaçu";9136,41;27964,76;35454,87;43240,43;57398,14;27782,83;35557,64;103278,10;-;339813,18
"420240 Blumenau";28968,90;164686,86;252596,75;1132319,56;1560086,82;1624623,03;721506,91;476341,71;1115826,88;7076957,42
"420280 Braço do Norte";1636,41;15229,41;13461,13;75529,40;83671,55;46208,28;23199,49;28169,23;60558,40;347663,30
"420290 Brusque";-;22786,97;19144,15;68631,01;128440,90;147588,44;357161,05;254111,22;544805,10;1542668,84
"420300 Caçador";14345,14;25284,95;102117,65;82657,95;448007,41;427820,35;211173,97;90807,18;203810,18;1606024,78
"420320 Camboriú";-;-;-;16624,18;24055,27;16832,06;40500,00;-;-;98011,51
"420360 Campos Novos";-;-;-;1504,67;48321,80;92222,37;36324,72;17836,04;41795,18;238004,78
"420370 Canelinha";-;-;-;15256,00;21360,00;3072,00;-;-;-;39688,00
"420380 Canoinhas";-;6319,05;43434,51;82658,66;100250,62;112057,42;173002,13;253345,90;239837,12;1010905,41
"420390 Capinzal";-;-;-;4500,00;45328,00;24320,00;4580,00;3040,00;12256,00;94024,00
"420420 Chapecó";-;5083,74;256287,71;690268,52;715623,55;1304833,48;1434099,32;813197,40;763188,95;5982582,67
"420430 Concórdia";-;296837,25;321927,92;162001,70;218906,24;542244,15;149940,26;121626,96;136376,22;1949860,70
"420460 Criciúma";8526,79;96516,34;361565,44;317429,89;1216009,45;1010850,91;1354440,45;716100,84;414776,59;5496216,70
"420480 Curitibanos";-;-;88333,09;212326,29;47381,94;565096,52;50490,95;168794,98;320401,93;1452825,70
"420490 Descanso";-;-;-;-;3000,00;9064,00;6108,06;-;18356,06;36528,12
"420540 Florianópolis";22081,33;47452,85;96179,67;248483,69;849875,59;1504782,37;1518201,14;2657832,05;693860,62;7638749,31
"420550 Fraiburgo";-;-;7705,71;13829,83;19790,07;17283,84;-;4787,11;61627,77;125024,33
"420590 Gaspar";-;1500,00;46520,38;315882,34;293107,33;48789,44;56280,54;33949,04;59868,35;855897,42
"420650 Guaramirim";-;-;-;-;-;3048,00;9289,91;10792,20;91659,82;114789,93
"420690 Ibirama";-;-;-;-;4791,53;30381,69;35440,46;18479,90;45219,31;134312,89
"420700 Içara";-;22234,70;41524,68;45765,74;63744,30;56894,56;55921,25;239669,02;331513,46;857267,71
"420730 Imbituba";-;9682,05;4772,82;66582,58;52502,55;24583,44;26599,79;94418,82;538716,02;817858,07
"420750 Indaial";-;3308,11;13022,89;108096,67;223293,94;91427,82;54299,76;32002,35;-;525451,54
"420760 Ipira";-;-;-;-;1524,00;-;-;-;-;1524,00
"420765 Iporã do Oeste";-;-;-;-;24000,00;12037,95;7524,20;6000,00;42252,66;91814,81
"420780 Irani";-;-;1500,00;-;1500,00;-;-;-;-;3000,00
"420810 Itaiópolis";3000,00;-;-;1596,80;10580,00;4564,00;13620,00;7652,80;4548,00;45561,60
"420820 Itajaí";15073,22;290752,99;454747,54;1308239,00;1483001,51;1095320,02;1208010,18;1082830,64;1048321,44;7986296,54
"420830 Itapema";-;-;-;94500,00;73500,00;3000,00;37500,00;92051,06;92774,91;393325,97
"420840 Itapiranga";-;-;-;-;-;-;-;1556,00;1500,00;3056,00
"420850 Ituporanga";-;3187,21;-;-;67296,16;24968,73;11531,77;138121,05;170458,81;415563,73
"420880 Jaguaruna";-;1556,00;1500,00;6096,00;18177,17;3008,00;12032,00;6196,42;32309,48;80875,07
"420890 Jaraguá do Sul";1636,41;87252,88;93438,47;102990,10;57928,08;309887,16;156825,71;225348,66;370335,46;1405642,93
"420900 Joaçaba";-;-;95173,57;312248,24;407173,91;414710,00;230894,71;131780,42;169348,55;1761329,40
"420910 Joinville";-;117569,23;684133,47;2099361,44;2677467,61;3608126,93;1616311,96;1093684,60;1117760,40;13014415,64
"420930 Lages";-;4007,34;58981,25;94744,11;442271,93;422841,98;1031639,88;623115,72;916576,97;3594179,18
"420940 Laguna";-;1500,00;-;-;-;-;-;-;-;1500,00
"421003 Luzerna";-;-;-;-;3016,00;-;-;-;-;3016,00
"421010 Mafra";-;3163,43;63484,05;3600,74;135244,93;3409,23;138061,22;155270,36;241008,01;743241,97
"421050 Maravilha";-;-;1655,09;25299,64;20380,46;51746,49;17116,93;49065,05;56178,04;221441,70
"421080 Meleiro";-;-;-;9000,00;19920,42;10688,30;2599,44;22676,00;55649,24;120533,40
"421120 Morro da Fumaça";-;4500,00;-;24176,00;102915,42;75208,12;52989,08;35080,30;140522,40;435391,32
"421130 Navegantes";-;-;-;23274,42;29133,65;-;-;-;-;52408,07
"421150 Nova Trento";-;3008,00;15144,41;42304,82;19500,00;16652,41;7508,00;132500,00;-;236617,64
"421170 Orleans";1508,00;-;-;21897,76;45473,33;43868,74;11369,13;30676,48;80622,93;235416,37
"421210 Palmitos";-;4508,00;13548,00;9056,00;-;1540,00;7540,00;19676,00;16684,00;72552,00
"421220 Papanduva";-;3048,00;-;-;6000,00;4500,00;13500,00;4506,35;4504,67;36059,02
"421250 Penha";-;-;-;-;43500,00;-;96000,00;-;-;139500,00
"421320 Pomerode";-;-;-;1524,00;26573,82;9118,75;4780,30;21596,50;26014,90;89608,27
"421340 Ponte Serrada";1500,00;-;-;6000,00;-;-;-;-;-;7500,00
"421360 Porto União";-;-;6284,50;1920,77;-;12391,43;-;-;3573,18;24169,88
"421370 Pouso Redondo";1500,00;-;-;-;-;-;-;-;-;1500,00
"421380 Praia Grande";-;1500,00;9055,52;12016,00;37684,00;30020,06;28500,00;58620,36;70500,00;247895,94
"421400 Presidente Getúlio";-;-;-;-;-;-;-;1500,00;7665,10;9165,10
"421420 Quilombo";-;-;1500,00;-;-;-;-;1508,00;-;3008,00
"421480 Rio do Sul";1699,91;6030,86;16723,21;117390,20;62427,80;114664,94;121249,66;121559,89;-;561746,47
"421500 Rio Negrinho";-;-;3040,00;18040,12;22355,25;12272,82;13246,40;3272,82;-;72227,41
"421530 Salete";-;-;-;-;-;-;-;-;1596,12;1596,12
"421550 Santa Cecília";-;-;-;16764,00;21144,00;10593,00;3000,00;31772,00;26024,00;109297,00
"421570 Santo Amaro da Imperatriz";-;-;-;-;1500,00;8585,74;32108,72;1516,00;33143,88;76854,34
"421580 São Bento do Sul";-;3272,82;9665,64;6578,67;55762,05;166020,86;142786,89;143193,98;71843,89;599124,80
"421600 São Carlos";-;6048,00;-;1500,00;9000,00;3000,00;4500,00;13540,00;16636,00;54224,00
"421620 São Francisco do Sul";-;-;-;-;13500,00;24120,36;12140,42;30280,84;81942,82;161984,44
"421650 São Joaquim";-;1712,90;-;-;-;-;-;-;-;1712,90
"421660 São José";-;11659,25;-;47618,17;79798,96;547078,48;73397,51;206006,09;78471,99;1044030,45
"421690 São Lourenço do Oeste";-;1516,00;3016,00;10652,00;22880,08;15181,12;3100,30;19716,00;26006,59;102068,09
"421710 São Martinho";-;-;1500,00;-;-;-;-;-;-;1500,00
"421720 São Miguel do Oeste";-;6716,08;53851,38;134976,61;214319,87;491406,01;470083,88;344060,98;595244,08;2310658,89
"421750 Seara";-;4549,40;8503,60;7500,00;9088,75;10538,10;10677,80;3016,00;9063,50;62937,15
"421770 Sombrio";-;-;-;1500,00;4524,00;48504,00;4540,00;4548,00;13684,00;77300,00
"421780 Taió";1524,00;-;-;-;-;-;-;-;-;1524,00
"421790 Tangará";-;-;-;-;-;-;-;-;1532,00;1532,00
"421800 Tijucas";-;-;-;4989,23;3208,41;9869,29;-;107302,33;-;125369,26
"421820 Timbó";-;48185,42;88252,03;78564,07;1325411,68;1325513,05;253211,86;121790,05;425365,58;3666293,74
"421830 Três Barras";-;1540,00;1500,00;11088,60;48269,89;11481,40;20737,37;11693,79;76122,36;182433,41
"421840 Treze de Maio";1524,00;7548,00;6104,00;31764,00;49668,00;15032,00;22733,00;12072,00;117953,00;264398,00
"421870 Tubarão";4887,12;131290,19;74721,70;335023,97;382241,38;931355,53;861926,29;164951,38;614192,38;3500589,94
"421880 Turvo";-;-;-;-;18000,00;9000,00;7500,00;3000,00;27000,00;64500,00
"421900 Urussanga";-;1500,00;6104,00;16705,08;16838,13;6302,19;7572,00;10772,00;35568,54;101361,94
"421930 Videira";-;-;25372,42;105120,53;176199,63;95299,20;74277,43;169484,04;398891,18;1044644,43
"421935 Vitor Meireles";-;-;-;-;3000,00;-;-;-;3032,00;6032,00
"421950 Xanxerê";-;65584,32;374174,43;538723,69;695992,64;799704,38;139822,12;453967,82;1090115,32;4158084,72
"421970 Xaxim";1500,00;32047,07;77448,75;21605,49;21836,89;15501,58;6143,35;6133,36;27632,93;209849,42
"430003 Aceguá";-;-;-;-;-;1500,00;1500,00;1500,00;4500,00;9000,00
"430010 Agudo";5058,83;-;-;-;3176,41;-;21428,01;3000,00;22836,00;55499,25
"430020 Ajuricaba";-;-;-;1640,30;-;-;3032,00;-;7640,42;12312,72
"430030 Alecrim";-;-;1524,00;-;3064,00;3064,00;3056,00;3048,00;16812,00;30568,00
"430040 Alegrete";-;-;97579,61;198521,90;174988,72;228180,04;185863,89;212665,40;284297,89;1382097,45
"430050 Alpestre";-;-;-;-;1534,68;1540,12;-;-;6056,00;9130,80
"430060 Alvorada";-;-;-;85698,32;100249,56;51224,74;69309,91;64274,81;74422,98;445180,32
"430064 Ametista do Sul";-;-;1500,00;-;4500,00;4604,00;4588,00;3064,00;18312,00;36568,00
"430070 Anta Gorda";1500,00;1508,00;1508,00;-;-;-;1500,00;4500,00;18072,00;28588,00
"430080 Antônio Prado";-;-;3160,41;6554,43;22282,84;11285,96;4846,41;14015,61;14186,08;76331,74
"430090 Aratiba";-;-;-;-;3057,06;-;-;15349,07;7661,22;26067,35
"430100 Arroio do Meio";-;19828,00;6148,45;13861,91;27835,32;22862,90;6000,00;15065,46;36318,07;147920,11
"430120 Arroio do Tigre";-;-;-;-;6088,00;3000,00;-;9016,00;16764,00;34868,00
"430130 Arroio Grande";-;-;1548,00;-;3088,00;3080,00;6080,00;-;13724,00;27520,00
"430140 Arvorezinha";-;-;-;6040,40;6110,70;15390,86;4750,68;9687,87;12212,71;54193,22
"430160 Bagé";-;1676,53;23796,01;175133,34;239925,06;246182,01;116796,98;126713,78;173873,54;1104097,25
"430210 Bento Gonçalves";1636,41;157822,80;112773,99;238203,25;327736,16;223280,61;125988,15;138361,65;244124,72;1569927,74
"430220 Boa Vista do Buricá";-;-;-;-;-;7594,01;-;4596,00;7644,00;19834,01
"430230 Bom Jesus";-;-;-;1500,00;1500,00;3000,00;1500,00;-;-;7500,00
"430235 Bom Princípio";-;3000,00;6000,00;7500,00;13745,95;9020,06;13628,00;6096,00;18376,24;77366,25
"430240 Bom Retiro do Sul";-;13568,06;4500,00;3060,18;13560,18;1500,00;3024,00;6000,00;22776,30;67988,72
"430245 Boqueirão do Leão";-;-;-;1524,00;-;3064,00;1540,00;1524,00;3056,00;10708,00
"430270 Butiá";-;-;-;-;-;-;1500,00;-;-;1500,00
"430280 Caçapava do Sul";-;3000,00;13912,39;29820,69;10772,82;4500,00;7772,82;7792,88;7889,12;85460,72
"430300 Cachoeira do Sul";6912,11;5561,72;8116,90;264906,13;181893,11;287294,60;30457,23;79561,52;310686,08;1175389,40
"430310 Cachoeirinha";-;-;-;41095,29;27812,65;31930,56;32979,68;25546,87;28208,41;187573,46
"430330 Caibaté";-;-;-;-;-;-;-;-;1608,06;1608,06
"430340 Caiçara";-;-;-;3000,00;-;6244,30;1500,00;3060,18;4532,00;18336,48
"430350 Camaquã";1692,41;25751,97;51888,05;61553,07;52367,32;60173,46;36110,37;466499,10;319578,32;1075614,07
"430360 Cambará do Sul";-;-;-;-;1524,00;-;-;1524,00;-;3048,00
"430370 Campina das Missões";-;-;-;1500,00;3040,00;1500,00;4524,00;3000,00;3024,00;16588,00
"430380 Campinas do Sul";-;-;-;-;-;-;4500,00;-;4724,00;9224,00
"430400 Campo Novo";-;-;-;-;-;-;1500,00;1564,80;-;3064,80
"430420 Candelária";-;-;3156,06;6232,53;11090,85;-;10050,96;8715,61;-;39246,01
"430430 Cândido Godói";-;-;-;-;-;4572,00;3064,00;-;-;7636,00
"430440 Canela";-;-;-;18797,48;23483,55;23690,81;38468,17;33716,16;54218,52;192374,69
"430450 Canguçu";1500,00;6000,00;18042,47;6012,70;19637,72;15424,35;25897,02;19899,82;36503,90;148917,98
"430460 Canoas";-;571959,74;478198,30;813945,57;1907913,11;1627516,05;1013463,25;1224613,21;1130696,42;8768305,65
"430463 Capão da Canoa";4926,26;-;-;58829,75;16967,90;53291,28;30510,99;16880,71;104895,34;286302,23
"430470 Carazinho";-;9770,05;25084,25;84956,28;162678,51;170197,93;254293,33;486923,96;314121,77;1508026,08
"430480 Carlos Barbosa";-;-;-;-;6351,92;6489,98;-;4735,21;10766,64;28343,75
"430490 Casca";-;-;-;7580,00;6104,00;10796,24;13692,00;7644,00;12136,00;57952,24
"430510 Caxias do Sul";-;1656,47;303908,27;397517,63;782371,34;968174,45;815401,42;843037,53;799405,80;4911472,91
"430520 Cerro Largo";-;-;-;-;-;3120,00;3032,00;19396,40;12458,00;38006,40
"430530 Chapada";1804,48;1532,00;-;-;1580,00;1532,00;1548,00;3399,66;12275,24;23671,38
"430535 Charqueadas";-;7772,82;6000,00;19792,88;54097,60;9128,88;33742,99;27040,63;15499,62;173075,42
"430540 Chiapetta";-;-;-;-;-;-;4600,30;3020,06;1540,00;9160,36
"430570 Condor";-;-;4540,00;3040,00;1532,00;4532,00;10572,00;10620,00;1500,00;36336,00
"430580 Constantina";-;-;6064,00;1500,00;-;4596,00;4596,00;7588,00;10557,15;34901,15
"430590 Coronel Bicaco";-;-;1664,18;-;3000,00;3000,00;-;6000,00;1500,00;15164,18
"430600 Crissiumal";-;-;-;-;4612,00;1532,00;-;4588,00;3032,00;13764,00
"430610 Cruz Alta";-;41781,53;214861,91;228887,34;53468,91;228693,13;404368,38;486841,42;575452,93;2234355,55
"430620 Cruzeiro do Sul";-;16597,20;1500,00;4636,41;1580,00;1520,06;4556,00;-;1636,12;32025,79
"430630 David Canabarro";1500,00;1500,00;1500,00;3000,00;22500,00;18000,00;6000,00;9000,00;19500,00;82500,00
"430640 Dois Irmãos";-;-;3051,02;6004,67;4717,47;11923,70;11351,49;3283,84;20327,75;60659,94
"430650 Dom Feliciano";-;-;-;4540,00;-;-;1524,00;4911,20;12612,00;23587,20
"430660 Dom Pedrito";-;-;3272,82;86374,08;40388,60;21369,72;46448,39;48817,77;61464,27;308135,65
"430680 Encantado";-;15346,56;15665,09;66385,29;137914,66;229508,37;85180,64;188723,65;202851,56;941575,82
"430690 Encruzilhada do Sul";-;1636,41;-;4772,82;3272,82;1524,00;4909,23;4909,23;6569,64;27594,15
"430700 Erechim";-;44140,39;85651,63;263884,07;226826,89;406447,13;530921,61;209070,15;162185,89;1929127,76
"430750 Espumoso";-;8676,94;1731,66;120201,04;81458,74;142409,64;137946,95;218072,57;272801,67;983299,21
"430760 Estância Velha";-;-;-;37068,82;36156,37;24234,36;24239,70;41185,42;48685,07;211569,74
"430770 Esteio";-;-;-;3294,86;29796,51;248101,86;474299,47;224342,56;305099,87;1284935,13
"430780 Estrela";-;80008,86;189406,55;223592,87;380560,25;105509,94;249700,02;-;-;1228778,49
"430790 Farroupilha";4636,41;20255,44;13652,15;220894,36;161718,87;215146,32;264963,92;191169,53;410120,86;1502557,86
"430800 Faxinal do Soturno";-;-;-;-;-;-;-;3276,49;19289,30;22565,79
"430810 Feliz";-;-;-;3000,00;7580,00;18120,00;3032,00;3000,00;9000,00;43732,00
"430820 Flores da Cunha";-;1500,00;6625,88;7836,82;9577,64;10019,58;6652,46;9593,64;23816,71;75622,73
"430845 Fortaleza dos Valos";-;-;-;-;-;6072,00;7500,00;-;-;13572,00
"430850 Frederico Westphalen";-;-;13697,83;27855,86;33106,36;31484,13;27633,13;18488,70;3087,17;155353,18
"430860 Garibaldi";-;44902,51;3335,52;187432,08;418954,01;271424,19;137787,27;293729,58;278325,79;1635890,95
"430870 Gaurama";-;-;-;1636,12;1500,00;4685,60;3040,00;1500,00;12244,06;24605,78
"430890 Getúlio Vargas";-;-;-;9203,60;3073,40;4740,12;12488,98;10917,30;36308,87;76732,27
"430900 Giruá";-;1570,01;4619,35;3181,08;11053,28;6068,02;10925,14;42550,70;-;79967,58
"430910 Gramado";-;-;3414,88;133185,10;512804,39;351281,39;586640,89;315341,04;-;1902667,69
"430920 Gravataí";1636,41;1636,41;3136,41;52986,75;35121,68;101170,69;301227,78;262387,86;296202,16;1055506,15
"430940 Guaporé";1636,41;1550,80;1512,70;6913,94;30564,75;20453,91;11407,44;7089,60;32603,55;113733,10
"430950 Guarani das Missões";-;-;-;-;-;1532,00;3048,00;16900,00;9232,00;30712,00
"430960 Horizontina";-;4564,00;1508,00;1500,00;4684,41;6384,56;18306,95;10612,00;41280,81;88840,73
"431000 Ibirubá";-;4636,00;9184,00;25936,06;21144,00;31500,00;10500,00;-;-;102900,06
"431010 Igrejinha";-;-;-;31525,40;46645,82;33166,40;35664,84;32963,79;44297,37;224263,62
"431020 Ijuí";-;-;2343,88;9403,04;21149,92;56864,76;65004,18;227849,89;194713,21;577328,88
"431030 Ilópolis";-;-;-;-;-;-;-;-;4524,00;4524,00
"431060 Itaqui";-;-;3437,89;13155,01;22787,91;14530,45;6611,28;3408,07;12256,94;76187,55
"431080 Ivoti";-;-;-;6298,26;12231,24;6528,80;6744,32;12382,50;3147,18;47332,30
"431085 Jaboticaba";-;-;-;-;-;3000,00;-;-;3000,00;6000,00
"431100 Jaguarão";-;-;-;-;3183,41;4763,00;-;4656,20;10065,02;22667,63
"431110 Jaguari";-;1500,00;4508,00;-;-;3016,00;4524,00;20056,42;12428,18;46032,60
"431120 Júlio de Castilhos";-;-;-;1516,00;3000,00;6080,00;15224,00;9024,00;16900,12;51744,12
"431130 Lagoa Vermelha";-;-;-;1775,04;-;12721,35;35469,60;14098,85;27390,82;91455,66
"431140 Lajeado";-;69824,09;34446,46;230174,12;533382,45;27526,00;-;-;-;895353,12
"431180 Marau";-;13656,47;30391,54;24880,37;54324,93;35502,19;17497,44;23803,54;27553,84;227610,32
"431190 Marcelino Ramos";-;4540,00;6040,00;4500,00;-;-;-;6000,00;9056,00;30136,00
"431205 Marques de Souza";-;-;1790,80;24344,00;13636,12;21644,80;7548,00;9216,24;21435,87;99615,83
"431220 Maximiliano de Almeida";-;-;-;6072,00;-;3064,00;1548,00;1556,00;3120,00;15360,00
"431240 Montenegro";-;3000,00;18504,08;87899,38;97519,53;57556,90;65570,52;175883,38;199064,59;704998,38
"431250 Mostardas";-;-;-;-;-;-;7500,00;6000,00;12000,00;25500,00
"431260 Muçum";-;-;3647,20;3648,00;13909,60;13097,60;10594,00;5730,00;6005,20;56631,60
"431265 Não-Me-Toque";-;-;3136,41;1636,41;1532,00;6144,00;10844,82;9415,17;3155,46;35864,27
"431270 Nonoai";-;-;-;1500,00;16576,20;15261,07;25564,51;21000,00;15262,03;95163,81
"431290 Nova Bassano";-;1844,00;6509,23;10354,20;13580,79;15164,54;3415,58;3304,82;20944,13;75117,29
"431300 Nova Bréscia";-;3000,00;1500,00;-;6140,30;-;7768,18;3032,00;3172,18;24612,66
"431320 Nova Petrópolis";-;-;-;1516,00;6128,00;6168,00;6752,00;6056,00;6024,00;32644,00
"431330 Nova Prata";1772,82;3409,23;5262,05;15047,69;20895,76;21135,41;20977,84;12734,17;42305,59;143540,56
"431340 Novo Hamburgo";17515,15;22574,10;150379,00;376450,95;211969,00;462595,40;215885,00;589357,86;600854,84;2647581,30
"431350 Osório";-;81970,09;192362,52;514018,07;398989,38;372398,05;430456,38;355119,14;945516,84;3290830,47
"431370 Palmeira das Missões";-;8213,64;25646,03;24773,40;27344,92;8408,68;10892,82;29365,57;24766,83;159411,89
"431380 Palmitinho";-;-;-;1500,00;1500,00;3080,00;10716,24;3000,00;-;19796,24
"431390 Panambi";-;-;-;1500,00;6000,00;22528,06;16504,00;18000,00;63000,00;127532,06
"431400 Paraí";1500,00;-;-;1556,00;9300,18;13900,12;6148,06;1532,00;3024,00;36960,36
"431405 Parobé";-;-;-;-;62631,22;75437,92;247571,92;699937,81;392217,99;1477796,86
"431410 Passo Fundo";52079,96;717869,93;1042550,17;1752295,03;1805909,06;1744352,16;1672323,98;874732,14;1317255,73;10979368,16
"431420 Pedro Osório";-;-;-;-;9192,00;-;-;1500,00;12000,00;22692,00
"431440 Pelotas";-;-;38604,33;39083,18;603433,23;545981,30;932947,16;880253,71;725353,01;3765655,92
"431460 Piratini";-;-;1516,00;1540,00;1564,00;1508,00;4984,54;3056,00;7700,00;21868,54
"431470 Planalto";-;1548,00;1500,00;1500,00;-;-;3088,00;-;9088,00;16724,00
"431480 Portão";-;-;9241,02;23568,54;15464,65;26394,90;20251,90;15448,77;15617,00;125986,78
"431490 Porto Alegre";40728,14;365415,51;1628027,69;3978454,81;6404302,30;9516647,21;8980633,37;6745361,81;7927568,18;45587139,02
"431500 Porto Lucena";-;-;-;-;-;-;-;-;4500,00;4500,00
"431510 Porto Xavier";-;-;1500,00;-;7516,00;12192,00;3000,00;6056,00;6120,00;36384,00
"431515 Progresso";-;-;1512,70;-;6000,00;-;1500,00;-;-;9012,70
"431535 Quinze de Novembro";-;-;-;1564,00;-;4564,00;4564,80;1500,00;1500,00;13692,80
"431560 Rio Grande";-;55171,97;183459,33;286660,83;737297,32;632801,93;675462,87;808083,56;560111,52;3939049,33
"431570 Rio Pardo";-;1500,00;4580,00;17057,72;17851,73;7973,06;10932,72;14431,98;19267,18;93594,39
"431575 Riozinho";-;-;-;1600,30;1500,00;4585,95;1500,00;1500,00;-;10686,25
"431580 Roca Sales";-;10676,00;3088,00;3088,00;7636,00;4620,00;4604,00;-;4564,00;38276,00
"431590 Rodeio Bonito";-;-;-;-;-;1500,00;1532,00;3088,00;-;6120,00
"431600 Rolante";-;-;-;6000,00;16524,73;9009,34;9052,75;1518,68;10672,26;52777,76
"431610 Ronda Alta";1500,00;-;7532,00;12016,00;22500,00;4500,00;9040,00;12000,00;19706,24;88794,24
"431620 Rondinha";-;-;-;-;3000,00;6000,00;3000,00;3000,00;13601,86;28601,86
"431640 Rosário do Sul";15025,69;13370,99;3240,41;30719,45;56811,96;35215,76;39270,88;95453,20;222158,76;511267,10
"431643 Saldanha Marinho";-;-;4644,00;-;-;-;-;-;-;4644,00
"431645 Salto do Jacuí";-;-;-;-;-;1500,00;4500,00;1500,00;1500,00;9000,00
"431660 Sananduva";-;16231,73;16399,38;20754,60;14631,84;12819,26;68068,38;28050,70;29920,23;206876,12
"431710 Sant'Ana do Livramento";-;1738,52;9509,94;18853,95;23239,30;7950,28;5126,81;6866,59;27020,65;100306,04
"431670 Santa Bárbara do Sul";-;-;-;-;-;1516,00;18368,00;30088,40;18192,00;68164,40
"431680 Santa Cruz do Sul";-;36046,54;7889,64;172723,74;271986,61;327464,45;439846,16;199898,42;307140,18;1762995,74
"431690 Santa Maria";-;59340,31;109943,18;795656,00;525989,94;929009,49;1082346,20;849389,58;1255822,08;5607496,78
"431720 Santa Rosa";-;13068,11;14661,87;197377,02;468555,34;620084,40;340807,32;132254,02;1095819,80;2882627,88
"431730 Santa Vitória do Palmar";-;1524,00;1500,00;8442,90;9625,23;13565,17;8334,05;1697,08;9450,26;54138,69
"431740 Santiago";-;-;33833,59;12272,12;26629,89;14711,94;17304,42;26986,39;21923,00;153661,35
"431750 Santo Ângelo";-;70273,45;180882,83;262981,61;103252,51;335064,65;210425,36;242196,24;261505,71;1666582,36
"431760 Santo Antônio da Patrulha";-;-;18040,00;36136,41;35169,16;20510,65;16792,88;50431,49;71330,99;248411,58
"431780 Santo Augusto";-;-;1580,24;9040,00;9088,00;9096,00;10732,00;19596,00;47681,02;106813,26
"431790 Santo Cristo";-;-;-;-;1544,45;3038,35;6019,05;1571,75;14080,64;26254,24
"431800 São Borja";-;-;5624,65;30265,17;83236,31;77150,26;113780,31;115412,42;27562,37;453031,49
"431810 São Francisco de Assis";-;-;-;6152,00;4596,00;1540,00;3104,00;6160,00;16972,00;38524,00
"431820 São Francisco de Paula";-;-;-;-;13500,00;12000,00;-;10500,00;9000,00;45000,00
"431830 São Gabriel";-;6681,64;34108,74;239340,09;145612,42;114239,25;37988,36;113246,41;504080,17;1195297,08
"431840 São Jerônimo";-;-;-;17498,68;15753,67;133016,86;302188,79;276657,50;213236,25;958351,75
"431843 São João do Polêsine";-;-;-;-;1969,67;1524,00;-;-;-;3493,67
"431850 São José do Norte";-;-;-;6112,00;6208,00;1540,00;-;7896,30;-;21756,30
"431860 São José do Ouro";-;-;-;4924,57;13143,83;24183,28;8291,93;21767,39;34178,76;106489,76
"431870 São Leopoldo";27159,14;9924,49;196981,66;355079,76;586781,12;344658,84;512509,18;598203,28;418390,45;3049687,92
"431880 São Lourenço do Sul";4628,00;3093,95;1500,00;3048,00;21448,12;21741,27;15965,38;23702,05;55235,96;150362,73
