 Procedimentos hospitalares do SUS - por local de internação - Brasil
Óbitos por Município e Ano/mês processamento
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Mar-Dez/2020
"Município";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"290240 Aurelino Leal";-;-;-;1;-;-;-;-;-;1
"290270 Barra";-;-;-;1;-;-;-;-;-;1
"290280 Barra da Estiva";-;-;-;-;-;-;-;3;2;5
"290320 Barreiras";-;-;1;5;4;1;3;26;22;62
"290390 Bom Jesus da Lapa";-;-;-;-;-;-;1;-;-;1
"290410 Boquira";-;-;-;-;-;-;-;-;1;1
"290490 Cachoeira";-;-;-;1;2;-;-;1;3;7
"290530 Cafarnaum";-;-;-;-;-;1;-;-;3;4
"290550 Caldeirão Grande";-;-;1;-;-;-;-;-;-;1
"290560 Camacan";-;-;-;7;9;10;3;5;1;35
"290570 Camaçari";-;7;15;14;13;1;2;-;-;52
"290600 Campo Formoso";-;-;2;4;3;2;1;1;5;18
"290620 Canarana";-;-;-;-;-;-;-;-;1;1
"290650 Candeias";-;4;-;2;2;-;-;-;-;8
"290690 Caravelas";-;-;-;-;-;-;-;1;1;2
"290720 Casa Nova";-;-;-;1;-;-;-;-;-;1
"290750 Catu";-;-;-;-;-;-;-;1;-;1
"290760 Central";-;-;-;-;-;-;-;-;1;1
"290830 Conceição do Almeida";-;-;-;-;-;2;-;-;-;2
"290850 Conceição do Jacuípe";-;-;-;1;-;-;-;2;-;3
"291005 Dias d'Ávila";-;2;3;1;-;-;-;-;1;7
"291030 Elísio Medrado";-;-;-;-;1;-;-;-;-;1
"291040 Encruzilhada";-;-;-;-;-;-;-;1;2;3
"291072 Eunápolis";-;-;2;6;15;-;3;8;17;51
"291080 Feira de Santana";-;-;6;10;17;7;8;16;38;102
"291085 Filadélfia";-;-;-;-;-;-;-;1;2;3
"291120 Gandu";-;-;2;3;-;-;-;-;-;5
"291170 Guanambi";-;-;-;1;-;-;-;-;3;4
"291180 Guaratinga";-;-;-;-;-;-;1;-;-;1
"291280 Ibirapuã";-;-;-;-;-;-;-;-;1;1
"291290 Ibirataia";-;-;-;-;-;-;-;-;2;2
"291320 Ibotirama";-;-;-;1;1;-;1;1;-;4
"291350 Iguaí";-;-;1;-;-;-;-;-;-;1
"291360 Ilhéus";-;6;41;41;53;41;29;30;25;266
"291390 Ipiaú";-;-;-;1;3;2;1;-;-;7
"291410 Ipupiara";-;-;-;-;-;-;-;1;-;1
"291460 Irecê";-;-;2;-;4;-;-;1;10;17
"291465 Itabela";-;-;1;-;1;3;1;-;-;6
"291470 Itaberaba";-;-;-;-;1;-;7;1;7;16
"291480 Itabuna";-;9;15;9;50;40;21;13;13;170
"291560 Itamaraju";-;1;7;1;5;-;-;-;-;14
"291580 Itambé";-;-;-;-;-;2;-;-;-;2
"291600 Itanhém";-;-;-;-;1;2;-;-;1;4
"291610 Itaparica";-;-;-;3;-;-;-;-;-;3
"291680 Itarantim";-;-;-;-;1;-;-;-;-;1
"291685 Itatim";-;-;-;-;1;-;-;-;-;1
"291690 Itiruçu";-;-;-;-;2;-;-;-;-;2
"291740 Jacaraci";-;-;-;-;-;-;-;-;1;1
"291750 Jacobina";-;-;1;1;2;7;3;5;-;19
"291800 Jequié";-;2;12;19;63;43;12;16;14;181
"291830 Jitaúna";-;-;-;-;2;-;-;-;-;2
"291840 Juazeiro";2;-;1;4;-;-;5;-;9;21
"291915 Lapão";-;-;-;-;-;1;-;-;-;1
"291920 Lauro de Freitas";-;-;-;-;6;-;-;-;-;6
"291970 Macarani";-;-;-;-;1;-;1;-;5;7
"292010 Mairi";-;-;-;-;1;-;-;-;-;1
"292020 Malhada";-;-;-;-;1;-;-;1;-;2
"292050 Maracás";-;-;-;1;1;1;2;-;1;6
"292120 Miguel Calmon";-;-;-;-;-;-;-;-;1;1
"292130 Milagres";-;-;-;1;-;-;-;-;-;1
"292200 Mucuri";-;-;1;-;1;-;-;-;3;5
"292250 Nazaré";-;-;1;1;1;-;-;-;-;3
"292300 Nova Viçosa";-;-;-;-;2;3;1;-;-;6
"292310 Olindina";-;-;1;-;-;-;-;-;-;1
"292340 Palmas de Monte Alto";-;-;-;-;-;-;-;1;-;1
"292360 Paramirim";-;-;-;-;-;-;-;-;1;1
"292400 Paulo Afonso";-;-;-;-;1;-;-;1;-;2
"292460 Pindobaçu";-;-;-;-;2;-;-;-;-;2
"292500 Planalto";-;-;-;-;-;-;-;1;-;1
"292510 Poções";-;-;-;-;-;1;-;-;-;1
"292525 Ponto Novo";-;-;-;-;-;-;-;-;1;1
"292530 Porto Seguro";-;-;-;2;13;20;5;2;2;44
"292560 Presidente Dutra";-;-;-;-;-;-;-;-;1;1
"292575 Presidente Tancredo Neves";-;-;-;6;2;-;-;-;-;8
"292600 Remanso";-;1;-;7;10;8;7;1;1;35
"292630 Riachão do Jacuípe";-;-;-;3;-;1;1;1;-;6
"292640 Riacho de Santana";-;-;-;-;1;-;-;-;-;1
"292660 Ribeira do Pombal";-;1;-;-;2;2;-;-;1;6
"292690 Rio do Pires";-;-;-;1;-;-;-;-;-;1
"292720 Ruy Barbosa";-;-;1;-;-;-;-;-;-;1
"292740 Salvador";37;157;399;496;301;212;208;117;137;2064
"292810 Santa Maria da Vitória";-;1;-;-;-;-;-;-;-;1
"292840 Santa Rita de Cássia";-;-;-;-;-;-;-;1;-;1
"292800 Santaluz";-;-;3;-;-;-;-;-;-;3
"292870 Santo Antônio de Jesus";-;-;-;7;2;2;-;-;-;11
"292880 Santo Estêvão";-;-;-;-;-;-;-;1;1;2
"292910 São Felipe";-;-;-;1;-;-;-;-;-;1
"292900 São Félix";-;-;-;-;-;1;-;-;-;1
"292905 São Félix do Coribe";-;-;-;-;-;2;-;-;-;2
"292920 São Francisco do Conde";-;-;2;1;2;-;-;-;-;5
"292950 São Sebastião do Passé";-;-;-;4;-;1;1;-;-;6
"292960 Sapeaçu";-;-;-;-;1;-;-;-;-;1
"292990 Seabra";-;-;-;-;-;4;4;1;9;18
"293010 Senhor do Bonfim";-;-;1;-;1;-;-;-;-;2
"293040 Serra Preta";-;-;-;1;-;-;-;-;-;1
"293050 Serrinha";-;-;-;-;1;-;1;-;-;2
"293070 Simões Filho";-;1;3;-;-;-;-;-;-;4
"293077 Sobradinho";-;-;-;-;1;1;-;-;-;2
"293110 Tanquinho";-;-;-;-;-;-;1;-;-;1
"293135 Teixeira de Freitas";-;-;14;13;2;11;5;5;-;50
"293150 Teofilândia";-;-;-;-;-;1;1;-;1;3
"293200 Uauá";-;-;-;-;-;-;-;-;2;2
"293210 Ubaíra";-;-;-;-;1;-;-;1;-;2
"293220 Ubaitaba";-;-;-;2;-;-;-;-;-;2
"293250 Una";-;-;-;-;1;3;1;-;-;5
"293290 Valença";-;-;-;13;6;8;-;1;8;36
"293325 Vereda";-;-;-;-;-;1;-;-;-;1
"293330 Vitória da Conquista";-;5;13;59;41;34;31;63;116;362
"310020 Abaeté";-;-;-;-;-;-;-;-;1;1
"310090 Águas Formosas";-;-;-;4;2;-;-;-;-;6
"310110 Aimorés";-;-;-;-;-;-;1;1;3;5
"310120 Aiuruoca";-;-;-;-;-;3;-;-;-;3
"310150 Além Paraíba";-;1;5;3;2;1;3;3;7;25
"310160 Alfenas";-;-;1;3;5;10;11;14;15;59
"310170 Almenara";-;1;2;9;6;4;-;1;-;23
"310340 Araçuaí";-;-;-;-;2;-;-;-;-;2
"310350 Araguari";-;-;-;-;-;2;3;12;3;20
"310375 Araporã";-;-;-;1;-;1;-;-;-;2
"310400 Araxá";1;-;-;-;9;13;7;1;-;31
"310420 Arcos";-;-;1;-;-;-;-;-;-;1
"310490 Baependi";-;-;1;-;1;2;2;-;-;6
"310560 Barbacena";1;2;-;7;1;4;-;1;5;21
"310590 Barroso";-;-;-;-;-;-;-;1;1;2
"310620 Belo Horizonte";4;21;82;242;327;231;168;112;194;1381
"310640 Belo Vale";-;-;-;-;1;-;-;-;3;4
"310670 Betim";-;2;2;4;12;36;68;21;56;201
"310710 Boa Esperança";-;-;-;1;-;3;3;1;2;10
"310730 Bocaiúva";-;-;2;-;-;-;-;-;-;2
"310740 Bom Despacho";-;-;-;-;-;2;-;-;1;3
"310860 Brasília de Minas";-;2;-;8;8;11;9;5;9;52
"310900 Brumadinho";-;-;-;2;2;-;-;-;-;4
"310990 Caetanópolis";-;-;-;1;-;-;-;-;-;1
"311000 Caeté";-;-;-;-;-;1;2;-;-;3
"311050 Camanducaia";-;-;-;-;1;-;-;-;-;1
"311060 Cambuí";-;-;-;-;1;-;-;-;-;1
"311090 Campanha";-;-;1;-;-;-;1;-;-;2
"311120 Campo Belo";-;-;-;5;8;12;13;4;3;45
"311180 Canápolis";-;-;-;-;-;-;1;-;-;1
"311230 Capelinha";-;-;-;-;-;-;-;3;-;3
"311320 Carandaí";-;-;-;1;-;-;-;-;-;1
"311330 Carangola";-;1;-;5;10;18;15;7;1;57
"311340 Caratinga";-;-;13;39;11;1;-;1;1;66
"311460 Carrancas";-;-;-;-;-;-;1;-;-;1
"311530 Cataguases";-;1;1;10;11;8;-;5;13;49
"311730 Conceição das Alagoas";-;-;-;-;-;-;-;-;1;1
"311750 Conceição do Mato Dentro";-;-;-;-;-;-;1;1;-;2
"311800 Congonhas";-;-;1;-;2;-;-;5;-;8
"311830 Conselheiro Lafaiete";-;-;2;5;3;6;1;7;2;26
"311860 Contagem";-;1;13;38;57;52;67;27;15;270
"311940 Coronel Fabriciano";-;1;8;18;20;9;10;12;18;96
"312080 Cruzília";-;-;-;-;-;1;1;-;2;4
"312090 Curvelo";2;-;2;3;1;6;10;7;17;48
"312160 Diamantina";-;-;1;1;8;3;-;1;1;15
"312230 Divinópolis";-;-;-;7;4;10;9;22;13;65
"312400 Ervália";-;-;-;-;-;-;-;-;1;1
"312410 Esmeraldas";-;-;-;1;-;-;-;-;2;3
"312430 Espinosa";-;-;-;-;1;-;-;-;-;1
"312510 Extrema";-;-;6;5;11;9;3;1;8;43
"312560 Felisburgo";-;-;1;1;-;-;-;-;-;2
"312610 Formiga";-;-;1;3;2;-;-;-;2;8
"312670 Francisco Sá";-;-;-;2;-;-;-;-;-;2
"312710 Frutal";-;-;-;-;1;1;1;1;2;6
"312770 Governador Valadares";3;3;14;85;85;75;63;63;13;404
"312800 Guanhães";-;-;-;1;-;-;-;-;-;1
"312870 Guaxupé";-;-;-;-;5;6;5;-;-;16
"312980 Ibirité";-;-;-;11;14;14;4;-;-;43
"313130 Ipatinga";-;-;9;21;40;77;49;47;59;302
"313170 Itabira";-;-;1;1;3;12;9;3;14;43
"313190 Itabirito";-;-;-;2;1;-;2;1;-;6
"313240 Itajubá";1;-;2;7;24;17;8;1;-;60
"313270 Itambacuri";-;-;-;1;-;-;-;-;1;2
"313310 Itanhandu";-;-;-;-;4;2;-;-;1;7
"313320 Itanhomi";-;-;-;-;-;-;-;-;2;2
"313330 Itaobim";-;-;1;1;-;-;-;1;-;3
"313380 Itaúna";-;-;-;-;2;1;17;6;2;28
"313420 Ituiutaba";-;1;-;2;16;12;7;1;2;41
"313440 Iturama";-;-;-;-;-;1;-;-;-;1
"313460 Jaboticatubas";-;-;-;-;-;-;-;2;-;2
"313505 Jaíba";-;-;-;-;-;-;-;-;1;1
"313510 Janaúba";1;1;6;12;4;7;7;2;9;49
"313520 Januária";-;-;-;1;3;-;-;-;-;4
"313620 João Monlevade";-;-;1;1;7;7;1;7;11;35
"313630 João Pinheiro";-;-;-;-;-;-;2;-;-;2
"313670 Juiz de Fora";1;14;16;29;33;42;31;27;33;226
"313700 Ladainha";-;-;-;-;-;1;-;1;1;3
"313720 Lagoa da Prata";-;-;1;1;9;2;13;2;-;28
"313760 Lagoa Santa";-;-;1;1;1;-;-;-;-;3
"313820 Lavras";-;-;3;1;2;3;2;4;1;16
"313840 Leopoldina";-;2;1;4;9;9;4;4;2;35
"313880 Luz";-;-;-;1;-;-;-;-;-;1
"313920 Malacacheta";-;-;-;-;1;-;-;-;1;2
"313930 Manga";-;-;-;-;1;2;2;2;3;10
"313940 Manhuaçu";-;-;-;2;9;33;41;6;27;118
"313950 Manhumirim";-;-;-;-;-;-;-;3;7;10
"313960 Mantena";-;-;-;-;-;-;-;1;2;3
"313980 Mar de Espanha";-;-;-;2;-;-;-;-;-;2
"314000 Mariana";-;1;-;-;2;1;1;1;-;6
"314070 Mateus Leme";-;-;1;1;-;-;-;-;1;3
"314090 Matipó";-;-;-;-;-;-;-;1;-;1
"314160 Mercês";-;-;-;-;-;-;-;-;1;1
"314180 Minas Novas";-;-;-;1;-;-;-;-;1;2
"314200 Mirabela";-;1;-;-;1;-;-;-;-;2
"314280 Monte Alegre de Minas";-;-;1;-;-;-;-;-;-;1
"314310 Monte Carmelo";-;-;-;4;9;5;8;-;1;27
"314330 Montes Claros";1;-;5;11;25;24;29;22;31;148
"314390 Muriaé";-;3;3;16;12;15;17;4;4;74
"314430 Nanuque";-;-;1;6;10;3;1;-;-;21
"314480 Nova Lima";1;-;-;1;4;7;1;1;-;15
"314520 Nova Serrana";-;-;-;-;-;-;3;8;1;12
"314530 Novo Cruzeiro";-;-;-;-;-;1;-;-;-;1
"314560 Oliveira";-;-;-;-;2;2;3;-;-;7
"314600 Ouro Fino";-;-;2;3;2;-;2;1;3;13
"314610 Ouro Preto";-;2;-;25;20;11;11;8;13;90
"314630 Padre Paraíso";-;-;-;-;2;-;-;-;-;2
"314710 Pará de Minas";-;-;-;2;4;4;9;3;5;27
"314700 Paracatu";-;2;-;1;8;14;2;1;-;28
"314790 Passos";-;-;-;10;20;10;-;7;9;56
"314800 Patos de Minas";-;-;6;21;14;12;4;1;9;67
"314810 Patrocínio";1;-;4;3;8;11;7;6;1;41
"314860 Peçanha";-;-;-;-;-;-;-;-;3;3
"314870 Pedra Azul";-;-;1;4;3;2;1;1;11;23
"315120 Pirapora";-;1;6;9;7;14;13;7;2;59
"315150 Piumhi";-;1;-;-;3;2;1;-;2;9
"315180 Poços de Caldas";-;1;11;11;14;15;13;21;19;105
"315200 Pompéu";-;-;-;1;-;-;-;-;2;3
"315210 Ponte Nova";-;-;-;-;4;2;3;10;7;26
"315220 Porteirinha";-;-;-;-;1;2;3;-;-;6
"315240 Poté";-;-;-;-;-;-;-;-;1;1
"315250 Pouso Alegre";-;3;4;28;45;28;15;42;9;174
"315430 Resplendor";-;-;2;4;-;4;2;4;5;21
"315460 Ribeirão das Neves";-;-;3;6;6;2;-;-;1;18
"315570 Rio Piracicaba";-;-;-;-;-;-;-;-;1;1
"315580 Rio Pomba";-;-;-;-;-;-;-;-;3;3
"315670 Sabará";-;-;-;-;2;1;4;2;1;10
"315690 Sacramento";-;-;-;-;-;-;1;-;-;1
"315700 Salinas";-;-;2;3;3;-;-;-;1;9
"315710 Salto da Divisa";-;-;-;-;1;-;-;-;3;4
"315720 Santa Bárbara";-;-;-;1;-;-;-;-;-;1
"315780 Santa Luzia";-;-;1;3;-;3;5;13;17;42
"315820 Santa Maria do Suaçuí";-;-;-;-;-;-;-;-;1;1
"315960 Santa Rita do Sapucaí";-;-;-;1;2;8;3;1;1;16
"316070 Santos Dumont";-;-;-;2;2;5;3;-;1;13
"316110 São Francisco";-;1;-;-;2;-;1;-;1;5
"316200 São Gonçalo do Sapucaí";-;-;-;-;-;1;-;-;-;1
"316210 São Gotardo";-;-;-;2;-;-;-;-;-;2
"316240 São João da Ponte";-;-;-;-;1;2;4;-;-;7
"316250 São João del Rei";1;-;-;6;5;11;4;3;2;32
"316280 São João Evangelista";-;-;-;-;1;-;-;-;1;2
"316370 São Lourenço";-;-;4;8;12;13;14;6;15;72
"316470 São Sebastião do Paraíso";1;-;3;14;12;19;38;21;17;125
"316720 Sete Lagoas";-;-;-;4;10;12;14;5;1;46
"316800 Taiobeiras";-;-;-;5;-;3;2;-;1;11
"316840 Tarumirim";-;-;-;-;-;-;-;-;1;1
"316860 Teófilo Otoni";-;5;11;15;41;23;24;13;25;157
"316870 Timóteo";-;-;1;2;3;4;-;-;1;11
"316930 Três Corações";-;-;2;6;7;7;1;3;-;26
"316940 Três Pontas";1;-;-;5;2;3;7;2;6;26
"316970 Turmalina";-;-;-;-;-;-;-;-;1;1
"316990 Ubá";-;-;5;11;22;13;19;13;23;106
"317010 Uberaba";1;1;7;38;48;43;55;3;2;198
"317020 Uberlândia";-;9;23;38;81;84;101;45;33;414
"317040 Unaí";-;-;-;11;8;9;2;2;-;32
"317070 Varginha";-;-;1;2;14;10;6;12;4;49
"317100 Vazante";-;-;-;-;-;1;-;-;-;1
"317120 Vespasiano";-;-;-;1;2;1;2;6;9;21
"317130 Viçosa";-;-;-;-;-;4;1;1;-;6
"317200 Visconde do Rio Branco";-;1;1;1;-;3;2;-;7;15
"320010 Afonso Cláudio";-;2;-;-;1;-;-;-;-;3
"320040 Anchieta";-;-;2;3;1;-;-;1;3;10
"320060 Aracruz";-;-;16;15;-;18;7;-;-;56
"320080 Baixo Guandu";-;-;1;-;-;-;-;-;1;2
"320090 Barra de São Francisco";-;-;-;-;-;-;-;1;-;1
"320120 Cachoeiro de Itapemirim";-;23;26;45;42;17;13;4;17;187
"320130 Cariacica";-;-;-;-;-;7;-;-;-;7
"320140 Castelo";-;-;-;-;1;-;-;-;-;1
"320150 Colatina";-;-;7;16;12;41;14;9;6;105
"320190 Domingos Martins";-;-;1;-;1;-;-;2;1;5
"320230 Guaçuí";-;-;-;16;10;9;14;11;3;63
"320245 Ibatiba";-;-;1;-;-;-;-;-;-;1
"320280 Itapemirim";-;-;-;17;16;5;15;2;7;62
"320300 Iúna";-;-;1;2;2;-;-;1;2;8
"320310 Jerônimo Monteiro";-;-;-;-;-;-;2;1;3;6
"320320 Linhares";-;1;11;29;26;20;9;21;24;141
"320340 Mimoso do Sul";-;-;1;1;-;1;-;2;-;5
"320370 Muniz Freire";-;-;-;1;-;-;-;-;-;1
"320390 Nova Venécia";-;-;2;-;1;1;-;2;1;7
"320460 Santa Teresa";-;-;11;12;10;2;8;1;-;44
"320470 São Gabriel da Palha";-;-;-;1;-;-;-;-;-;1
"320480 São José do Calçado";-;-;-;-;1;2;-;-;-;3
"320490 São Mateus";-;-;-;7;3;46;15;14;11;96
"320500 Serra";5;116;249;189;143;70;71;84;145;1072
"320503 Vargem Alta";-;-;-;1;-;-;-;1;-;2
"320520 Vila Velha";-;1;22;54;62;45;38;22;42;286
"320530 Vitória";-;10;39;35;29;18;28;16;15;190
"330010 Angra dos Reis";-;-;4;12;1;2;-;3;2;24
"330015 Aperibé";-;-;-;-;2;1;-;-;-;3
"330020 Araruama";-;-;-;8;4;9;7;3;2;33
"330022 Areal";-;-;-;1;-;-;-;-;-;1
"330023 Armação dos Búzios";-;4;7;3;-;-;-;3;2;19
"330025 Arraial do Cabo";-;-;-;1;5;3;-;-;-;9
"330030 Barra do Piraí";2;1;3;9;2;1;-;3;5;26
"330040 Barra Mansa";-;9;13;6;7;21;28;7;17;108
"330045 Belford Roxo";8;16;46;10;9;34;13;18;45;199
"330050 Bom Jardim";-;-;1;-;1;1;1;1;-;5
"330060 Bom Jesus do Itabapoana";-;-;22;39;19;11;-;-;33;124
"330070 Cabo Frio";-;10;13;27;6;25;4;6;10;101
"330080 Cachoeiras de Macacu";-;4;5;2;6;-;-;-;-;17
"330090 Cambuci";-;-;-;1;3;-;-;-;-;4
"330100 Campos dos Goytacazes";1;18;59;82;85;36;27;33;74;415
"330130 Casimiro de Abreu";-;-;-;2;-;4;4;7;4;21
"330140 Conceição de Macabu";-;-;-;-;-;-;9;-;6;15
"330150 Cordeiro";-;-;-;-;1;-;-;-;2;3
"330170 Duque de Caxias";22;275;272;108;20;41;32;279;149;1198
"330180 Engenheiro Paulo de Frontin";-;-;-;2;2;-;1;-;-;5
"330185 Guapimirim";1;2;3;7;3;3;2;1;9;31
"330190 Itaboraí";5;45;22;27;8;26;7;23;26;189
"330200 Itaguaí";-;-;8;14;7;2;1;-;-;32
"330210 Itaocara";-;-;-;-;-;2;3;1;-;6
"330220 Itaperuna";-;4;8;10;13;3;1;1;12;52
"330225 Itatiaia";-;-;-;-;2;1;1;-;-;4
"330240 Macaé";-;1;23;24;21;8;17;11;5;110
"330250 Magé";2;57;15;2;16;9;5;13;30;149
"330260 Mangaratiba";-;2;1;-;-;1;-;-;-;4
"330270 Maricá";2;25;22;37;40;26;35;36;-;223
"330290 Miguel Pereira";-;-;-;-;2;-;-;-;8;10
"330300 Miracema";-;-;5;8;-;-;-;-;-;13
"330320 Nilópolis";1;1;-;-;-;-;-;-;2;4
"330330 Niterói";-;66;86;98;73;86;49;89;98;645
"330340 Nova Friburgo";-;-;5;9;9;17;10;16;18;84
"330350 Nova Iguaçu";23;7;16;82;25;33;34;13;11;244
"330360 Paracambi";-;5;3;3;1;3;-;1;4;20
"330370 Paraíba do Sul";-;1;3;-;-;-;-;-;2;6
"330380 Paraty";-;1;3;8;6;3;1;1;-;23
"330390 Petrópolis";-;9;67;49;3;7;12;12;25;184
"330395 Pinheiral";-;-;-;2;-;-;-;-;-;2
"330400 Piraí";1;3;3;4;2;1;1;1;2;18
"330411 Porto Real";-;-;1;-;1;-;-;-;2;4
"330415 Quissamã";-;-;1;5;7;7;1;1;6;28
"330420 Resende";2;5;3;8;20;8;15;11;20;92
"330430 Rio Bonito";-;6;9;12;8;10;6;7;17;75
"330440 Rio Claro";-;-;-;1;-;-;-;-;-;1
"330450 Rio das Flores";-;-;-;-;-;1;-;-;1;2
"330452 Rio das Ostras";1;4;-;4;17;18;11;10;11;76
"330455 Rio de Janeiro";207;587;657;665;367;354;373;361;491;4062
"330460 Santa Maria Madalena";-;-;-;-;1;-;-;-;-;1
"330470 Santo Antônio de Pádua";-;1;2;3;6;2;-;-;-;14
"330480 São Fidélis";-;-;7;17;7;4;10;3;-;48
"330475 São Francisco de Itabapoana";1;-;4;2;1;2;-;-;-;10
"330490 São Gonçalo";4;91;101;105;65;44;64;80;118;672
"330500 São João da Barra";1;2;2;-;3;-;-;7;-;15
"330510 São João de Meriti";-;-;19;-;23;-;-;-;-;42
"330515 São José do Vale do Rio Preto";-;2;-;1;3;-;1;-;-;7
"330550 Saquarema";1;2;10;13;10;7;9;5;-;57
"330560 Silva Jardim";-;1;1;-;2;-;-;-;-;4
"330570 Sumidouro";-;1;-;-;-;-;1;1;-;3
"330580 Teresópolis";-;3;9;26;33;41;22;22;14;170
"330590 Trajano de Moraes";-;-;-;-;-;-;-;1;-;1
"330600 Três Rios";-;1;7;21;5;1;10;-;9;54
"330610 Valença";-;-;2;8;1;2;12;2;3;30
"330620 Vassouras";-;-;-;-;2;17;7;7;7;40
"330630 Volta Redonda";5;196;80;122;107;21;4;191;228;954
"350010 Adamantina";-;-;2;3;2;2;2;4;6;21
"350100 Altinópolis";-;-;-;2;-;-;-;-;-;2
"350130 Álvares Machado";-;-;-;-;-;-;-;-;1;1
"350160 Americana";-;1;12;12;10;26;22;13;15;111
"350170 Américo Brasiliense";-;-;5;8;12;6;4;2;-;37
"350190 Amparo";-;-;-;2;6;5;5;3;2;23
"350210 Andradina";-;-;-;-;3;1;1;19;7;31
"350220 Angatuba";-;-;-;-;1;-;-;-;1;2
"350250 Aparecida";-;-;-;5;4;5;4;1;2;21
"350270 Apiaí";-;-;-;-;3;1;-;3;6;13
"350280 Araçatuba";-;2;4;5;6;15;1;74;13;120
"350320 Araraquara";-;-;4;9;16;8;7;7;15;66
"350330 Araras";1;-;2;12;10;7;4;6;4;46
"350400 Assis";-;-;4;10;5;6;5;2;2;34
"350420 Auriflama";-;-;-;2;-;1;-;2;1;6
"350450 Avaré";-;-;7;4;9;7;4;5;7;43
"350520 Bariri";-;-;-;1;1;1;2;9;-;14
"350530 Barra Bonita";-;-;2;4;2;3;1;-;-;12
"350550 Barretos";-;-;-;25;17;30;37;35;44;188
"350570 Barueri";29;50;76;92;44;23;10;18;60;402
"350590 Batatais";-;1;6;18;18;8;12;6;5;74
"350600 Bauru";4;10;15;44;73;38;53;21;14;272
"350610 Bebedouro";-;-;-;-;-;2;-;-;2;4
"350630 Bernardino de Campos";-;-;-;-;1;-;-;-;1;2
"350635 Bertioga";-;-;2;4;3;1;3;1;2;16
"350650 Birigui";-;2;7;14;5;2;4;4;14;52
"350700 Boituva";-;1;-;-;-;-;-;-;1;2
"350740 Borborema";-;-;-;1;-;2;1;1;-;5
"350750 Botucatu";-;14;15;15;15;6;1;2;12;80
"350760 Bragança Paulista";2;1;5;15;18;26;16;8;18;109
"350810 Buritama";-;-;1;-;-;-;-;1;-;2
"350850 Caçapava";-;-;-;2;3;8;1;3;1;18
"350860 Cachoeira Paulista";-;-;-;2;-;-;2;-;-;4
"350880 Cafelândia";-;-;-;1;-;1;3;-;-;5
"350900 Caieiras";-;-;1;-;2;-;2;-;-;5
"350920 Cajamar";-;-;-;4;5;1;1;-;-;11
"350930 Cajobi";-;-;-;-;1;-;-;-;-;1
"350940 Cajuru";-;-;2;4;5;4;3;-;1;19
"350950 Campinas";-;6;58;234;190;165;104;69;39;865
"350960 Campo Limpo Paulista";1;6;3;2;1;1;-;1;-;15
"350970 Campos do Jordão";-;-;-;-;8;2;-;-;2;12
"351020 Capão Bonito";3;1;2;3;1;2;1;4;1;18
"351040 Capivari";-;-;2;5;-;-;-;-;1;8
"351050 Caraguatatuba";1;1;24;12;19;16;10;6;11;100
"351060 Carapicuíba";5;13;11;8;-;-;1;2;2;42
"351080 Casa Branca";-;-;-;-;-;-;2;-;1;3
"351100 Castilho";-;-;-;-;-;-;7;1;2;10
"351110 Catanduva";-;1;26;26;43;49;52;7;22;226
"351150 Cerquilho";-;-;1;1;-;1;-;-;1;4
"351160 Cesário Lange";-;-;-;-;-;-;-;-;1;1
"351200 Colina";-;-;-;-;2;-;-;1;-;3
"351220 Conchal";-;-;-;-;-;-;1;-;2;3
"351280 Cosmópolis";-;1;2;5;10;4;-;1;1;24
"351300 Cotia";-;28;4;39;17;4;1;8;14;115
"351340 Cruzeiro";2;1;8;15;25;13;5;6;7;82
"351350 Cubatão";-;1;-;4;1;13;6;2;7;34
"351360 Cunha";-;-;-;1;-;-;1;-;-;2
"351370 Descalvado";-;-;-;-;1;-;-;-;-;1
"351380 Diadema";-;8;58;33;34;13;10;8;13;177
"351390 Divinolândia";-;-;-;-;1;-;-;1;-;2
"351440 Dracena";1;-;-;1;9;7;-;-;-;18
"351500 Embu das Artes";-;1;10;23;16;24;7;4;15;100
"351510 Embu-Guaçu";-;1;1;-;1;-;-;1;-;4
"351518 Espírito Santo do Pinhal";-;-;4;5;5;10;5;2;4;35
"351550 Fernandópolis";-;-;3;21;14;16;13;4;4;75
"351570 Ferraz de Vasconcelos";-;21;18;8;23;14;19;5;22;130
"351620 Franca";-;-;-;28;4;21;19;11;10;93
"351630 Francisco Morato";1;11;12;11;19;5;3;2;13;77
"351640 Franco da Rocha";-;2;3;3;-;-;-;-;-;8
"351670 Garça";-;-;-;-;-;1;1;-;-;2
"351740 Guaíra";-;-;1;-;-;2;2;-;-;5
"351820 Guararapes";-;-;-;-;-;-;-;2;2;4
"351830 Guararema";-;-;2;3;-;1;1;1;1;9
"351840 Guaratinguetá";-;2;1;8;19;3;-;3;5;41
"351860 Guariba";-;-;1;8;2;2;-;4;-;17
"351870 Guarujá";8;40;25;20;19;5;18;13;24;172
"351880 Guarulhos";20;129;156;198;115;88;40;44;72;862
"351900 Herculândia";-;-;-;1;-;-;-;1;-;2
"351907 Hortolândia";-;-;-;20;6;10;6;5;9;56
"351960 Ibitinga";-;1;-;3;3;4;13;5;4;33
"351970 Ibiúna";-;1;4;4;2;1;1;-;-;13
